order_id,customer_id,order_time,order_status,payment_method,discount_amount,delivery_days
O002512,C00640,2024-11-25 13:43:51,已完成,银行卡,41.71,2
O002513,C01951,2025-08-27 15:14:20,已完成,银行卡,17.67,6
O002514,C00637,2024-05-27 21:50:55,已退款,货到付款,46.9,3
O002515,C00033,2025-10-12 16:07:33,已完成,微信支付,52.3,5
O002516,C01872,2024-02-23 19:07:03,已完成,微信支付,4.15,3
O002517,C00083,2025-11-06 15:28:50,已完成,货到付款,79.02,6
O002518,C00094,2024-05-07 16:05:54,已完成,支付宝,46.38,3
O002519,C00068,2025-08-14 19:19:18,已完成,支付宝,51.07,4
O002520,C00916,2024-01-21 15:41:14,已完成,微信支付,45.57,3
O002521,C01227,2025-08-16 12:30:34,已完成,微信支付,55.26,4
O002522,C00191,2025-04-05 17:33:21,已完成,货到付款,52.55,3
O002523,C01078,2024-01-22 23:05:38,已完成,微信支付,63.93,3
O002524,C00291,2025-07-19 11:40:22,已完成,支付宝,12.92,7
O002525,C01865,2024-04-09 05:05:13,已完成,微信支付,13.1,5
O002526,C01579,2025-03-02 09:34:13,已退款,货到付款,17.57,3
O002527,C01472,2024-09-05 00:47:39,已发货,微信支付,77.08,6
O002528,C01615,2025-07-09 07:43:26,已完成,银行卡,28.56,3
O002529,C01790,2025-09-13 21:21:00,已取消,微信支付,25.29,6
O002530,C00291,2024-12-23 02:09:30,已完成,货到付款,18.34,2
O002531,C01476,2025-07-09 21:49:47,已完成,微信支付,38.51,5
O002532,C01430,2025-11-03 13:12:08,待发货,银行卡,72.43,5
O002533,C01367,2025-06-07 07:29:14,已完成,支付宝,53.93,1
O002534,C00949,2024-08-28 11:14:21,已完成,微信支付,15.02,3
O002535,C01229,2024-12-22 21:01:55,已完成,微信支付,66.99,7
O002536,C00763,2024-06-22 02:24:20,已完成,支付宝,75.64,4
O002537,C01551,2024-12-19 13:33:50,已完成,支付宝,57.04,4
O002538,C00339,2024-07-03 06:45:40,已完成,微信支付,47.49,7
O002539,C01229,2025-08-10 12:43:59,已完成,微信支付,53.74,5
O002540,C01523,2025-04-23 18:49:34,已完成,银行卡,58.88,7
O002541,C01028,2025-05-08 22:48:19,已完成,支付宝,68.75,4
O002542,C00503,2024-04-16 06:24:42,已完成,支付宝,52.69,4
O002543,C00332,2024-01-02 15:20:05,已完成,支付宝,42.52,4
O002544,C01383,2025-07-29 10:36:47,已完成,微信支付,14.6,1
O002545,C01594,2025-03-04 12:28:14,已完成,微信支付,29.94,2
O002546,C01393,2025-11-09 03:17:40,已完成,微信支付,6.77,7
O002547,C01551,2025-02-28 20:01:34,已完成,货到付款,58.28,3
O002548,C01736,2024-06-16 04:28:14,已完成,微信支付,79.38,4
O002549,C01229,2025-06-10 00:28:28,已取消,支付宝,7.68,4
O002550,C01361,2025-06-11 18:56:30,已完成,微信支付,35.22,7
O002551,C01548,2024-03-09 09:48:46,已完成,未知,56.01,6
O002552,C01476,2025-06-08 01:16:27,已退款,支付宝,2.39,2
O002553,C00407,2024-06-15 16:06:03,已完成,支付宝,35.17,6
O002554,C01314,2024-07-09 06:47:04,已完成,银行卡,63.58,5
O002555,C00611,2024-02-05 23:29:39,已完成,微信支付,23.46,3
O002556,C00122,2025-05-04 23:02:53,已完成,银行卡,52.78,7
O002557,C00475,2025-06-22 13:45:26,已完成,货到付款,48.59,4
O002558,C01777,2024-06-22 11:20:05,已完成,货到付款,56.0,3
O002559,C01105,2025-07-31 10:10:10,已完成,微信支付,19.21,2
O002560,C01983,2025-07-11 14:39:58,已完成,支付宝,13.47,6
O002561,C00152,2024-11-08 21:47:42,已完成,货到付款,1.35,5
O002562,C01802,2024-03-12 15:46:01,已完成,支付宝,38.43,2
O002563,C01648,2024-07-27 02:16:15,已发货,微信支付,14.95,4
O002564,C00384,2024-05-26 04:35:43,待发货,银行卡,52.1,1
O002565,C01136,2025-12-02 15:27:37,已完成,银行卡,43.93,5
O002566,C01994,2025-08-17 08:52:17,已完成,银行卡,66.7,3
O002567,C00953,2024-03-21 11:11:41,已完成,支付宝,64.15,2
O002568,C00449,2025-02-06 09:49:54,已发货,支付宝,28.9,5
O002569,C01436,2024-07-18 14:20:54,待发货,支付宝,23.7,3
O002570,C00605,2024-02-06 05:37:49,已完成,微信支付,6.57,3
O002571,C00332,2024-08-28 01:30:21,已完成,银行卡,60.51,3
O002572,C01295,2024-04-29 05:20:01,已完成,微信支付,39.7,4
O002573,C00789,2024-06-19 16:13:23,已发货,微信支付,26.9,7
O002574,C01899,2024-09-01 14:21:01,已完成,银行卡,56.28,7
O002575,C01160,2024-11-07 19:36:34,已完成,微信支付,21.93,4
O002576,C01548,2024-12-26 02:36:36,已完成,微信支付,38.24,5
O002577,C01748,2025-02-12 03:37:20,已完成,银行卡,34.88,1
O002578,C01501,2024-10-08 03:39:08,已发货,银行卡,21.62,7
O002579,C00690,2025-01-23 13:03:31,已完成,银行卡,63.24,6
O002580,C00033,2024-11-11 13:23:00,已完成,微信支付,56.59,3
O002581,C00605,2025-12-08 03:18:16,已完成,支付宝,41.56,6
O002582,C01866,2024-03-11 10:23:58,已完成,微信支付,55.3,3
O002583,C00222,2025-04-06 01:22:54,已完成,微信支付,7.15,4
O002584,C00989,2024-06-08 14:10:37,已完成,微信支付,34.39,7
O002585,C00433,2024-10-14 13:57:22,已完成,支付宝,48.01,7
O002586,C01148,2025-03-07 00:00:00,已完成,支付宝,31.51,7
O002587,C00301,2025-07-10 02:35:39,已完成,微信支付,57.13,4
O002588,C00122,2025-12-17 16:27:29,已退款,银行卡,41.78,4
O002589,C01742,2025-01-18 21:42:42,已完成,货到付款,30.63,6
O002590,C00480,2024-07-11 20:49:09,已完成,微信支付,33.23,5
O002591,C00479,2025-07-31 13:38:49,已发货,银行卡,57.3,4
O002592,C01879,2024-06-18 12:45:48,已完成,支付宝,5.26,4
O002593,C01754,2025-02-01 19:16:25,已完成,支付宝,67.05,5
O002594,C00262,2025-09-08 20:59:01,已发货,支付宝,4.59,5
O002595,C01190,2024-11-05 21:05:27,已完成,支付宝,10.61,3
O002596,C01031,2025-03-15 09:40:22,已完成,微信支付,64.82,5
O002597,C01983,2024-04-23 11:08:45,已完成,支付宝,29.96,7
O002598,C01165,2024-03-01 01:14:14,已完成,微信支付,36.75,4
O002599,C01309,2025-12-23 04:49:01,已完成,微信支付,29.82,3
O002600,C00227,2024-06-03 09:40:58,已完成,支付宝,7.44,2
O002601,C01209,2024-09-08 19:38:14,已完成,微信支付,48.68,3
O002602,C00287,2025-01-29 10:49:04,已完成,支付宝,55.13,7
O002603,C00605,2024-10-13 14:16:51,已完成,支付宝,15.19,4
O002604,C00193,2024-04-06 20:38:43,已完成,微信支付,60.17,1
O002605,C00496,2024-06-09 11:12:16,待发货,银行卡,7.98,4
O002606,C01166,2025-01-18 08:28:28,已完成,微信支付,61.99,2
O002607,C00758,2024-12-01 17:24:41,已完成,支付宝,56.11,5
O002608,C00376,2025-08-04 07:37:48,已完成,微信支付,72.97,3
O002609,C01553,2024-08-20 09:03:22,已完成,微信支付,65.08,5
O002610,C00257,2025-11-14 21:01:12,已完成,银行卡,67.56,7
O002611,C01136,2024-07-29 10:01:00,已完成,银行卡,76.62,4
O002612,C01534,2024-09-05 06:15:51,已完成,微信支付,67.55,3
O002613,C01080,2025-11-23 20:34:48,已完成,微信支付,63.71,2
O002614,C01194,2025-09-04 15:09:57,已完成,支付宝,15.69,5
O002615,C00606,2024-08-24 18:59:44,已完成,微信支付,60.41,7
O002616,C01957,2024-11-01 07:24:12,已完成,银行卡,50.62,7
O002617,C01896,2025-09-05 18:18:14,已完成,微信支付,76.93,7
O002618,C00385,2024-03-28 22:53:14,已退款,微信支付,57.6,5
O002619,C01305,2024-08-07 03:10:27,待发货,微信支付,20.77,5
O002620,C00545,2025-02-23 04:11:57,已发货,微信支付,13.13,5
O002621,C00882,2025-08-25 13:22:41,已发货,银行卡,22.51,7
O002622,C00748,2025-03-22 17:04:26,已完成,支付宝,38.41,3
O002623,C01561,2025-01-14 00:40:44,已完成,微信支付,52.2,5
O002624,C00170,2025-12-06 13:46:50,已完成,微信支付,17.21,7
O002625,C00788,2024-04-21 03:21:24,已退款,微信支付,18.63,7
O002626,C01166,2025-07-23 23:52:50,已完成,支付宝,24.15,3
O002627,C01796,2024-04-29 17:00:01,已完成,支付宝,64.58,6
O002628,C01869,2025-06-22 23:31:18,已发货,微信支付,29.23,7
O002629,C00592,2025-03-04 05:43:10,已完成,支付宝,6.27,6
O002630,C00193,2024-07-16 19:22:10,已完成,支付宝,43.6,6
O002631,C00589,2025-03-04 09:56:12,已完成,货到付款,0.48,4
O002632,C00291,2025-10-05 02:25:21,已完成,支付宝,53.9,4
O002633,C00333,2024-12-28 11:55:43,已完成,微信支付,67.37,4
O002634,C01447,2024-01-08 11:39:35,已取消,微信支付,13.31,3
O002635,C00083,2024-03-02 12:13:26,已完成,银行卡,67.57,2
O002636,C00989,2025-05-08 20:49:29,已发货,微信支付,54.32,6
O002637,C00480,2025-06-03 06:01:10,已完成,微信支付,7.88,5
O002638,C01078,2024-11-04 15:11:44,已完成,支付宝,18.23,7
O002639,C01548,2024-07-01 04:46:45,已完成,未知,18.19,4
O002640,C01087,2025-06-16 21:54:32,已完成,支付宝,16.46,6
O002641,C00541,2024-08-14 10:23:48,已发货,未知,26.76,7
O002642,C01523,2024-03-17 19:39:48,已完成,微信支付,72.61,5
O002643,C00079,2024-11-08 06:41:48,已完成,支付宝,17.93,4
O002644,C00260,2025-03-01 07:44:06,已完成,银行卡,74.14,5
O002645,C00255,2025-12-09 23:54:05,已退款,微信支付,43.97,3
O002646,C01760,2025-04-11 04:05:26,已完成,微信支付,41.36,3
O002647,C01208,2024-06-13 13:11:03,已完成,货到付款,53.9,3
O002648,C01084,2025-08-28 07:55:00,已完成,微信支付,64.45,5
O002649,C00473,2024-08-04 09:32:07,已完成,支付宝,76.61,4
O002650,C01166,2025-12-03 16:31:07,已完成,微信支付,0.22,3
O002651,C00563,2024-08-31 18:24:19,已完成,支付宝,31.85,7
O002652,C01669,2025-11-01 11:21:19,已完成,支付宝,14.32,3
O002653,C00170,2025-10-04 15:14:49,已完成,支付宝,12.14,7
O002654,C01760,2025-09-21 01:23:54,已完成,微信支付,11.76,5
O002655,C01472,2024-02-13 05:04:10,已完成,微信支付,56.78,4
O002656,C00222,2025-09-11 17:17:22,已完成,支付宝,4.09,4
O002657,C00953,2025-06-18 15:59:30,已完成,微信支付,66.94,2
O002658,C01159,2024-09-07 01:09:16,已完成,支付宝,60.21,4
O002659,C01850,2025-01-15 21:43:19,已完成,支付宝,32.74,6
O002660,C01897,2025-05-13 09:02:40,已完成,银行卡,34.04,4
O002661,C00154,2025-11-17 07:44:25,已完成,微信支付,54.27,3
O002662,C00675,2025-07-23 11:15:42,已完成,微信支付,0.86,2
O002663,C01364,2024-11-20 09:42:04,已完成,银行卡,30.97,5
O002664,C01865,2025-05-16 12:29:28,已完成,未知,14.41,6
O002665,C01080,2024-06-05 03:46:18,已取消,微信支付,14.46,4
O002666,C00725,2024-11-16 03:40:17,已完成,货到付款,44.05,3
O002667,C00262,2025-07-30 23:33:28,已完成,支付宝,19.67,4
O002668,C00382,2025-04-21 17:44:18,已完成,支付宝,30.01,3
O002669,C00337,2025-07-25 08:57:45,已完成,支付宝,57.39,7
O002670,C01072,2025-02-03 20:35:11,已完成,支付宝,49.65,5
O002671,C01424,2024-10-18 19:10:53,已完成,微信支付,26.4,5
O002672,C01145,2025-06-29 16:06:21,已完成,微信支付,3.97,6
O002673,C00637,2024-04-03 17:32:31,已完成,支付宝,2.13,3
O002674,C01530,2025-12-18 22:25:10,已完成,支付宝,39.0,5
O002675,C01160,2025-11-22 20:36:55,待发货,支付宝,33.72,7
O002676,C00799,2025-10-06 06:40:38,已取消,支付宝,63.72,5
O002677,C00858,2025-10-09 17:11:46,已完成,微信支付,6.56,3
O002678,C01160,2025-02-04 03:44:53,待发货,支付宝,67.99,2
O002679,C00475,2025-01-23 12:59:59,已完成,微信支付,17.0,5
O002680,C01364,2025-08-19 01:19:15,已取消,银行卡,28.06,6
O002681,C00592,2024-07-29 04:55:19,已完成,支付宝,68.79,7
O002682,C00083,2025-09-11 17:55:14,已完成,支付宝,67.01,4
O002683,C01117,2024-06-11 08:25:30,已完成,支付宝,41.19,1
O002684,C00368,2025-10-05 03:47:53,已完成,微信支付,6.53,2
O002685,C00554,2025-03-03 23:55:44,已发货,支付宝,47.24,5
O002686,C01374,2025-09-06 22:51:34,已完成,微信支付,60.94,4
O002687,C00554,2025-01-18 05:23:28,已完成,支付宝,20.98,4
O002688,C00610,2025-04-22 14:39:43,待发货,微信支付,14.64,4
O002689,C00842,2025-11-08 07:35:28,已完成,支付宝,39.76,3
O002690,C00033,2024-11-11 19:24:53,已完成,微信支付,59.94,2
O002691,C01736,2024-06-18 16:38:33,已退款,微信支付,40.39,5
O002692,C01283,2024-04-01 10:56:39,已完成,支付宝,19.16,7
O002693,C00829,2025-04-09 22:01:40,已完成,支付宝,69.51,4
O002694,C01523,2025-04-24 17:54:44,已完成,微信支付,69.76,6
O002695,C00563,2025-04-30 03:22:28,已完成,支付宝,52.67,4
O002696,C00033,2024-02-11 10:49:23,已完成,银行卡,5.94,5
O002697,C00665,2024-02-01 19:06:24,已完成,支付宝,18.57,7
O002698,C00540,2025-10-19 12:53:56,已完成,支付宝,49.49,6
O002699,C00408,2025-06-09 02:26:06,已完成,微信支付,62.5,6
O002700,C00384,2024-04-18 18:54:42,已完成,微信支付,37.94,7
O002701,C01476,2024-03-17 11:25:57,已完成,微信支付,24.32,3
O002702,C01854,2024-05-24 05:44:04,已完成,货到付款,70.76,4
O002703,C01405,2025-08-10 19:35:37,已完成,微信支付,30.51,6
O002704,C00382,2025-06-18 21:12:35,已完成,微信支付,73.3,5
O002705,C01425,2025-05-12 14:14:20,已完成,微信支付,42.59,5
O002706,C01983,2025-05-13 17:32:05,已发货,银行卡,49.14,5
O002707,C00017,2025-09-18 05:29:40,已完成,微信支付,10.0,2
O002708,C00688,2024-09-06 17:36:31,已完成,银行卡,21.41,6
O002709,C01145,2024-08-28 21:48:45,已完成,支付宝,77.97,7
O002710,C01181,2024-11-17 05:46:05,已完成,银行卡,57.49,3
O002711,C00629,2025-12-25 22:03:56,已完成,银行卡,38.17,6
O002712,C01671,2025-03-14 02:29:37,已完成,支付宝,41.71,2
O002713,C01704,2025-03-08 10:08:26,已完成,货到付款,7.02,3
O002714,C00202,2025-08-12 01:30:27,已完成,货到付款,62.67,4
O002715,C00838,2024-06-02 10:32:57,已完成,微信支付,5.71,4
O002716,C01327,2024-11-06 15:59:33,待发货,未知,30.96,3
O002717,C01080,2025-05-14 20:23:34,待发货,支付宝,32.85,7
O002718,C00563,2025-12-24 03:27:38,已完成,银行卡,48.25,4
O002719,C01028,2024-05-19 21:30:18,已完成,支付宝,33.24,3
O002720,C01742,2024-12-14 23:07:15,已完成,支付宝,76.86,7
O002721,C00017,2025-10-28 01:03:45,已完成,微信支付,63.83,7
O002722,C01526,2025-06-19 23:42:19,已完成,银行卡,76.75,1
O002723,C00592,2025-04-26 21:18:02,已完成,微信支付,41.5,5
O002724,C00415,2024-07-11 00:21:28,已完成,支付宝,24.18,5
O002725,C00120,2024-06-06 01:59:00,已完成,微信支付,78.5,4
O002726,C01070,2024-10-13 17:14:33,已取消,支付宝,6.5,2
O002727,C01690,2024-07-10 10:54:38,已完成,银行卡,74.17,3
O002728,C00182,2025-08-11 06:37:55,已完成,微信支付,7.66,5
O002729,C00686,2025-06-17 09:15:36,已完成,银行卡,64.55,4
O002730,C00122,2025-08-30 08:57:21,待发货,银行卡,62.39,5
O002731,C01221,2024-05-31 23:37:38,已发货,微信支付,52.78,5
O002732,C01271,2024-08-18 05:18:35,已完成,支付宝,62.6,5
O002733,C01932,2025-07-15 02:27:44,已完成,微信支付,7.04,7
O002734,C00850,2024-05-25 19:22:55,已完成,微信支付,29.88,2
O002735,C01603,2024-05-12 20:50:05,已完成,银行卡,26.92,4
O002736,C00616,2024-10-21 21:27:43,已完成,微信支付,78.52,3
O002737,C00554,2024-06-05 23:02:48,已发货,支付宝,37.8,3
O002738,C01407,2024-03-21 00:41:19,已完成,微信支付,3.97,3
O002739,C00287,2024-08-21 18:45:24,已完成,微信支付,20.75,6
O002740,C00017,2025-10-02 06:23:24,已完成,支付宝,67.53,7
O002741,C00667,2024-03-02 10:55:22,待发货,微信支付,71.33,4
O002742,C00789,2025-03-23 10:25:52,已退款,银行卡,74.19,4
O002743,C00748,2025-03-20 23:15:19,已完成,微信支付,11.53,4
O002744,C00044,2025-02-22 12:42:26,已完成,支付宝,55.05,3
O002745,C00690,2025-01-30 05:07:35,已完成,支付宝,32.19,5
O002746,C01499,2024-01-20 02:59:15,已取消,支付宝,58.84,5
O002747,C00193,2024-02-21 14:41:41,已完成,支付宝,65.95,7
O002748,C00475,2025-02-04 19:18:31,已完成,微信支付,20.9,5
O002749,C01795,2025-12-11 17:04:10,已完成,支付宝,40.03,4
O002750,C01022,2024-11-07 22:35:11,已完成,支付宝,26.18,5
O002751,C00182,2024-12-29 01:35:01,已完成,银行卡,36.47,4
O002752,C00892,2025-12-20 09:47:34,已完成,微信支付,23.25,5
O002753,C00044,2025-07-22 14:17:48,已完成,微信支付,27.17,7
O002754,C00690,2025-07-16 20:12:59,已发货,微信支付,21.78,2
O002755,C00304,2025-01-29 07:24:39,已完成,微信支付,23.88,3
O002756,C01364,2025-10-21 16:49:58,已完成,微信支付,46.24,5
O002757,C01145,2025-04-03 04:54:59,已完成,微信支付,48.02,3
O002758,C00659,2025-05-24 14:21:36,已完成,微信支付,73.66,3
O002759,C01498,2025-07-28 18:02:22,已完成,微信支付,31.25,2
O002760,C01548,2024-11-06 19:06:53,已完成,微信支付,52.6,5
O002761,C00433,2025-11-27 10:32:37,已完成,银行卡,77.24,5
O002762,C00896,2025-12-24 11:01:48,已退款,货到付款,37.31,7
O002763,C01518,2025-04-07 21:43:13,已完成,支付宝,62.33,5
O002764,C01571,2024-06-18 13:01:57,已完成,微信支付,77.58,4
O002765,C00170,2025-07-19 08:25:25,已完成,微信支付,63.18,6
O002766,C00725,2024-08-28 06:47:52,已发货,银行卡,6.44,1
O002767,C01439,2025-03-31 17:28:22,已完成,银行卡,15.45,7
O002768,C00912,2024-03-28 17:40:53,已完成,微信支付,23.59,4
O002769,C01536,2025-08-10 12:20:40,已完成,微信支付,54.9,4
O002770,C00588,2025-12-02 03:47:13,已完成,微信支付,53.72,4
O002771,C01983,2024-04-03 03:25:08,已完成,微信支付,10.97,3
O002772,C00337,2025-06-22 05:45:09,已完成,微信支付,35.95,7
O002773,C01181,2025-09-19 00:57:22,已完成,支付宝,33.75,5
O002774,C00953,2024-04-15 11:22:02,已完成,微信支付,55.19,4
O002775,C01690,2024-07-04 09:13:32,已完成,微信支付,20.88,4
O002776,C00480,2024-10-30 09:55:39,已完成,支付宝,19.02,7
O002777,C00277,2025-08-31 22:40:44,已取消,支付宝,47.74,7
O002778,C01448,2025-01-18 05:52:56,已完成,微信支付,6.63,7
O002779,C00635,2024-05-06 19:22:48,已完成,支付宝,53.51,2
O002780,C01337,2024-07-11 04:20:59,已完成,微信支付,35.15,6
O002781,C01790,2024-12-25 14:07:36,已完成,微信支付,42.91,4
O002782,C00724,2024-02-13 20:46:51,已完成,微信支付,64.16,3
O002783,C01383,2025-05-07 20:50:46,已取消,微信支付,14.48,2
O002784,C00263,2024-01-30 14:49:49,已完成,微信支付,16.8,3
O002785,C00725,2025-07-23 04:17:24,已完成,支付宝,72.09,4
O002786,C01361,2025-06-23 09:29:31,已完成,银行卡,59.28,4
O002787,C01867,2025-09-23 10:29:54,已完成,微信支付,21.02,3
O002788,C01982,2024-05-21 20:07:27,已完成,微信支付,57.66,6
O002789,C01884,2025-04-18 09:00:36,已完成,微信支付,36.58,7
O002790,C00819,2025-07-23 19:20:38,已完成,微信支付,49.38,5
O002791,C00725,2025-02-08 22:30:11,已完成,银行卡,62.93,3
O002792,C01166,2024-05-02 02:59:01,已完成,微信支付,3.58,1
O002793,C01317,2024-04-07 22:52:41,已完成,支付宝,48.89,5
O002794,C01995,2025-04-20 13:42:47,已完成,支付宝,27.08,1
O002795,C00850,2025-01-22 14:57:34,已完成,银行卡,41.29,4
O002796,C01465,2025-11-09 07:46:39,已完成,微信支付,29.1,7
O002797,C00384,2025-08-30 08:31:04,已完成,微信支付,75.28,7
O002798,C01526,2025-06-19 12:54:10,已完成,微信支付,47.77,1
O002799,C00151,2025-12-20 04:55:44,已退款,支付宝,67.73,4
O002800,C00475,2025-06-09 17:12:38,已完成,支付宝,20.54,3
O002801,C00947,2024-04-02 16:16:11,已完成,支付宝,29.17,5
O002802,C00837,2024-03-20 00:58:35,已完成,微信支付,62.97,3
O002803,C00251,2025-08-16 05:00:02,已完成,微信支付,18.76,4
O002804,C00675,2024-09-29 12:31:47,已完成,支付宝,80.0,4
O002805,C00475,2025-11-07 17:22:01,已完成,微信支付,52.81,4
O002806,C00031,2024-04-22 07:44:50,已完成,未知,71.75,2
O002807,C01448,2024-06-10 21:57:13,已完成,银行卡,8.36,4
O002808,C01586,2025-07-19 12:19:15,已取消,未知,33.11,3
O002809,C00119,2025-09-09 12:13:55,已完成,支付宝,26.87,4
O002810,C00620,2025-09-24 02:19:48,已完成,微信支付,77.68,2
O002811,C01305,2024-04-07 15:42:20,已完成,货到付款,11.58,5
O002812,C00725,2024-10-20 19:21:10,已完成,支付宝,59.85,3
O002813,C01364,2025-05-17 05:38:06,已完成,微信支付,50.47,4
O002814,C01417,2025-11-04 13:20:23,已完成,支付宝,68.11,7
O002815,C00843,2024-06-28 00:44:34,已完成,微信支付,78.18,6
O002816,C00706,2025-04-16 05:03:29,已发货,微信支付,64.47,5
O002817,C01263,2024-05-11 01:20:53,已完成,微信支付,20.17,6
O002818,C01767,2025-07-02 18:18:48,已完成,微信支付,66.74,4
O002819,C01704,2024-04-29 23:35:15,已完成,微信支付,42.14,7
O002820,C01405,2025-12-31 00:38:54,已完成,货到付款,52.26,4
O002821,C01302,2024-04-02 16:43:27,已完成,支付宝,22.44,7
O002822,C01530,2025-06-06 14:54:01,已完成,银行卡,65.28,5
O002823,C00260,2025-07-21 16:47:51,已完成,微信支付,35.56,3
O002824,C01381,2024-07-12 12:02:44,已完成,银行卡,64.67,5
O002825,C01392,2024-07-09 23:40:21,已完成,支付宝,34.18,7
O002826,C01932,2025-04-13 00:00:52,已完成,支付宝,49.32,6
O002827,C00557,2025-05-07 03:24:54,已发货,银行卡,8.24,2
O002828,C01066,2025-06-17 05:35:57,已完成,支付宝,7.4,6
O002829,C00455,2025-04-02 18:19:54,已完成,支付宝,76.24,2
O002830,C00541,2024-06-01 01:41:16,已完成,银行卡,58.09,3
O002831,C01337,2025-11-07 02:47:33,已完成,微信支付,13.82,5
O002832,C00157,2024-05-27 17:36:10,已完成,微信支付,47.82,5
O002833,C01042,2025-03-22 10:31:40,已完成,货到付款,62.5,7
O002834,C00032,2025-11-05 16:58:29,已完成,银行卡,47.9,6
O002835,C00511,2025-11-02 08:39:52,已完成,支付宝,35.88,5
O002836,C00199,2024-05-28 02:13:54,已完成,银行卡,66.82,5
O002837,C00869,2024-06-28 14:39:19,已完成,银行卡,4.06,7
O002838,C01300,2025-04-18 02:28:18,已完成,支付宝,50.67,7
O002839,C01327,2024-09-09 11:01:01,已完成,微信支付,37.84,6
O002840,C00384,2025-06-21 21:54:30,已完成,支付宝,51.85,7
O002841,C00639,2025-02-15 04:47:23,已完成,微信支付,23.24,6
O002842,C00924,2024-07-17 04:37:59,已完成,微信支付,13.0,5
O002843,C01166,2024-11-08 22:40:49,已完成,货到付款,77.94,3
O002844,C00502,2025-06-08 07:34:27,已完成,支付宝,69.14,4
O002845,C00975,2025-07-26 08:20:34,已完成,银行卡,72.72,4
O002846,C01309,2024-10-08 16:55:37,已完成,支付宝,61.5,6
O002847,C01867,2024-04-12 03:33:54,已完成,微信支付,5.19,5
O002848,C00506,2024-09-23 01:20:59,已完成,支付宝,50.23,6
O002849,C00384,2025-05-07 20:41:25,已完成,支付宝,30.51,7
O002850,C01658,2025-07-10 22:09:22,已完成,支付宝,26.74,3
O002851,C01221,2025-10-05 23:19:42,已发货,微信支付,19.94,5
O002852,C01457,2025-12-05 00:07:16,已完成,银行卡,14.45,5
O002853,C01760,2025-02-21 12:05:08,已完成,微信支付,11.16,6
O002854,C00496,2025-10-05 20:49:16,已取消,微信支付,9.7,2
O002855,C00844,2024-07-14 20:26:18,已完成,支付宝,56.93,6
O002856,C00298,2025-03-17 08:51:37,已取消,货到付款,74.43,1
O002857,C00789,2025-03-01 11:38:44,已完成,微信支付,30.43,2
O002858,C00637,2025-07-15 03:14:09,已完成,微信支付,8.48,3
O002859,C00170,2025-07-18 03:12:02,已完成,货到付款,17.69,6
O002860,C01425,2024-07-31 09:27:09,已完成,货到付款,59.76,4
O002861,C00044,2025-10-11 05:05:54,已完成,微信支付,27.88,7
O002862,C01327,2025-10-15 23:35:15,已完成,银行卡,53.03,4
O002863,C01983,2025-11-22 01:27:31,已完成,银行卡,16.45,4
O002864,C00755,2024-12-18 12:08:32,已完成,微信支付,60.54,4
O002865,C01785,2025-12-23 13:31:16,已取消,支付宝,52.41,4
O002866,C00684,2025-07-26 01:50:50,已退款,微信支付,17.78,2
O002867,C00181,2025-05-21 10:54:03,已完成,银行卡,74.56,4
O002868,C01797,2024-11-24 22:25:31,已完成,微信支付,41.81,2
O002869,C01790,2025-09-05 02:04:24,已完成,支付宝,17.59,6
O002870,C00122,2025-07-13 03:51:46,已完成,银行卡,45.33,7
O002871,C00142,2025-04-06 03:33:11,已退款,微信支付,33.23,4
O002872,C01373,2025-12-30 01:45:57,已完成,支付宝,73.37,7
O002873,C00044,2024-07-06 21:02:47,已完成,微信支付,24.79,4
O002874,C00094,2025-05-14 01:17:44,已完成,微信支付,70.9,3
O002875,C00611,2024-08-27 06:17:29,已完成,银行卡,59.39,5
O002876,C01468,2024-12-18 19:42:38,已取消,银行卡,54.39,7
O002877,C01080,2024-09-11 23:40:12,已退款,支付宝,14.71,5
O002878,C01454,2024-09-07 03:44:00,已完成,银行卡,6.89,7
O002879,C01405,2024-10-15 08:23:44,已完成,微信支付,69.15,2
O002880,C00763,2024-03-02 04:18:26,已取消,支付宝,45.64,7
O002881,C01932,2024-02-14 04:11:21,已完成,银行卡,77.22,2
O002882,C00122,2025-06-19 22:15:16,已完成,银行卡,41.31,1
O002883,C01526,2024-08-19 08:09:37,已完成,微信支付,47.31,4
O002884,C00044,2024-01-25 14:49:30,已完成,微信支付,79.77,5
O002885,C01648,2024-03-24 03:40:40,已发货,支付宝,57.27,3
O002886,C00776,2024-06-09 06:40:57,已取消,微信支付,28.8,4
O002887,C01159,2024-02-22 08:53:50,已取消,银行卡,66.22,2
O002888,C01850,2025-11-19 14:44:19,已完成,微信支付,23.64,7
O002889,C00924,2025-03-24 21:19:14,已退款,支付宝,42.01,3
O002890,C01995,2024-11-01 05:18:09,已完成,微信支付,19.04,6
O002891,C00144,2025-02-24 15:07:34,已完成,支付宝,79.57,2
O002892,C00017,2024-04-18 11:43:49,已完成,货到付款,74.76,4
O002893,C00357,2025-06-11 19:52:15,已完成,支付宝,69.91,4
O002894,C00610,2025-12-12 08:42:59,待发货,货到付款,32.09,6
O002895,C00408,2024-05-02 10:28:25,已完成,支付宝,58.28,4
O002896,C00103,2024-05-17 14:19:46,已取消,微信支付,20.86,3
O002897,C01867,2025-05-05 10:26:17,已完成,银行卡,31.2,7
O002898,C01383,2024-05-17 18:16:08,已完成,微信支付,64.36,5
O002899,C00033,2024-04-28 00:09:30,已完成,微信支付,4.51,4
